id,en,de,es,fr,phe,kcal,emoji
15244,"Mollusks, oyster, eastern, wild, cooked, dry heat","Weichtiere, Austern, östlich, wild, gekocht, trockene Hitze","Moluscos, ostra, oriental, salvaje, cocidos, calor seco","Mollusques, huîtres, orientales, sauvages, cuites, chaleur sèche",0.321,79.0,🍽️
15242,"Crustaceans, crayfish, mixed species, farmed, raw","Krebstiere, Flusskrebse, gemischte Arten, gezüchtet, roh","Crustáceos, cangrejos de río, especies mixtas, de piscifactoría, crudos","Crustacés, écrevisses, espèces mixtes, d'élevage, crus",0.625,72.0,🐟
15237,"Fish, salmon, Atlantic, farmed, cooked, dry heat","Fisch, Lachs, Atlantik, gezüchtet, gekocht, trockene Hitze","Pescado, salmón, Atlántico, de piscifactoría, cocido, calor seco","Poisson, saumon, atlantique, d'élevage, cuit, chaleur sèche",0.863,206.0,🐟
15235,"Fish, catfish, channel, farmed, cooked, dry heat","Fisch, Wels, Kanal, gezüchtet, gekocht, trockene Hitze","Pescado, bagre, canal, de piscifactoría, cocido, calor seco","Poisson, poisson-chat, canal, d'élevage, cuit, chaleur sèche",0.735,144.0,🐟
15236,"Fish, salmon, Atlantic, farmed, raw","Fisch, Lachs, Atlantik, gezüchtet, roh","Pescado, salmón, Atlántico, de piscifactoría, crudo","Poisson, saumon, atlantique, d'élevage, cru",0.845,208.0,🐟
15135,"Fish, yellowtail, mixed species, raw","Fisch, Gelbschwanzfisch, gemischte Arten, roh","Pescado, cola amarilla, especies mixtas, crudo","Poisson, sériole, espèces mixtes, cru",0.904,146.0,🐟
15234,"Fish, catfish, channel, farmed, raw","Fisch, Wels, Kanal, gezüchtet, roh","Pescado, bagre, canal, de piscifactoría, crudo","Poisson, poisson-chat, canal, d'élevage, cru",0.607,119.0,🐟
15136,"Crustaceans, crab, alaska king, raw","Krebstiere, Krabben, Alaska King, roh","Crustáceos, cangrejo, rey de Alaska, crudos","Crustacés, crabe, roi de l'alaska, crus",0.773,84.0,🦀
15126,"Fish, tuna, white, canned in water, drained solids","Fisch, Thunfisch, weiß, in Wasser eingelegt, abgetropfte Feststoffe","Pescado, atún, blanco, enlatado en agua, sólidos escurridos","Poisson, thon, blanc, en conserve dans l'eau, solides égouttés",0.922,128.0,🐟
15134,"Fish, wolffish, Atlantic, raw","Fisch, Steinbeißer, Atlantik, roh","Pescado, lobo, Atlántico, crudo","Poisson, loup de mer, atlantique, cru",0.683,96.0,🐟
15133,"Fish, whiting, mixed species, cooked, dry heat","Fisch, Wittling, gemischte Arten, gekocht, trockene Hitze","Pescado, merlán, especies mixtas, cocido en calor seco","Poissons, merlans, espèces mixtes, cuits, chaleur sèche",0.917,116.0,🐟
15124,"Fish, tuna, white, canned in oil, drained solids","Fisch, Thunfisch, weiß, in Öl eingelegt, abgetropfte Feststoffe","Pescado, atún, blanco, enlatado en aceite, sólidos escurridos","Poisson, thon, blanc, en conserve dans l'huile, solides égouttés",1.04,186.0,🐟
15127,"Fish, tuna, fresh, yellowfin, raw","Fisch, Thunfisch, frisch, Gelbflossen-Thunfisch, roh","Pescado, atún, fresco, aleta amarilla, crudo","Poisson, thon, frais, albacore, cru",0.913,109.0,🐟
15128,"Fish, tuna salad","Fisch, Thunfischsalat","Pescado, ensalada de atún","Poisson, salade de thon",0.626,187.0,🐟
15114,"Fish, trout, mixed species, raw","Fisch, Forelle, gemischte Arten, roh","Pescado, trucha, especies mixtas, crudo","Poissons, truites, espèces mixtes, crus",0.811,148.0,🐟
15123,"Fish, tuna, fresh, skipjack, raw","Fisch, Thunfisch, frisch, Bonito, roh","Pescado, atún, fresco, barrilete, crudo","Poisson, thon, frais, listao, cru",0.859,103.0,🐟
15108,"Fish, sunfish, pumpkin seed, raw","Fisch, Mondfisch, Kürbiskerne, roh","Pescado, pez luna, semilla de calabaza, crudo","Poisson, crapet, graines de citrouille, crus",0.757,89.0,🐟
15115,"Fish, trout, rainbow, wild, raw","Fisch, Forelle, Regenbogen, wild, roh","Pescado, trucha, arcoíris, salvaje, crudo.","Poisson, truite, arc-en-ciel, sauvage, cru",0.799,119.0,🐟
15107,"Fish, sucker, white, raw","Fisch, Saugfisch, weiß, roh","Pescado, lechón, blanco, crudo","Poisson, meunier, blanc, cru",0.654,92.0,🐟
15113,"Fish, tilefish, cooked, dry heat","Fisch, Kachelfisch, gekocht, trockene Hitze","Pescado, blanquillo, cocido, calor seco","Poisson, tuile, cuit, chaleur sèche",0.956,147.0,🐟
15116,"Fish, trout, rainbow, wild, cooked, dry heat","Fisch, Forelle, Regenbogenforelle, wild, gekocht, trockene Hitze","Pescado, trucha, arcoiris, salvaje, cocido, calor seco","Poissons, truites, arc-en-ciel, sauvages, cuits, chaleur sèche",0.895,150.0,🐟
15105,"Fish, sturgeon, mixed species, cooked, dry heat","Fisch, Stör, gemischte Arten, gekocht, trockene Hitze","Pescado, esturión, especies mixtas, cocido en calor seco.","Poissons, esturgeons, espèces mixtes, cuits, chaleur sèche",0.808,135.0,🐟
15098,"Fish, sheepshead, cooked, dry heat","Fisch, Schafskopf, gekocht, trockene Hitze","Pescado, carnero, cocido en calor seco","Poisson, tête de mouton, cuit, chaleur sèche",1.02,126.0,🐟
15097,"Fish, sheepshead, raw","Fisch, Schafskopf, roh","Pescado, oveja, crudo","Poisson, tête de mouton, cru",0.789,108.0,🐟
15099,"Fish, smelt, rainbow, raw","Fisch, Stint, Regenbogen, roh","Pescado, eperlano, arcoiris, crudo","Poisson, éperlan, arc-en-ciel, cru",0.688,97.0,🐟
15106,"Fish, sturgeon, mixed species, smoked","Fisch, Stör, gemischte Arten, geräuchert","Pescado, esturión, especies mixtas, ahumado","Poisson, esturgeon, espèces mixtes, fumé",1.22,173.0,🐟
15100,"Fish, smelt, rainbow, cooked, dry heat","Fisch, Stint, Regenbogen, gekocht, trockene Hitze","Pescado, eperlano, arcoiris, cocido, calor seco.","Poisson, éperlan, arc-en-ciel, cuit, chaleur sèche",0.882,124.0,🐟
15089,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone","Fisch, Sardine, Pazifik, in Tomatensoße aus der Dose, abgetropfte Feststoffe mit Knochen","Pescado, sardina, del Pacífico, enlatado en salsa de tomate, sólidos escurridos y con hueso","Poisson, sardine, Pacifique, en conserve à la sauce tomate, égoutté avec os",0.793,185.0,🍅
15096,"Fish, shark, mixed species, cooked, batter-dipped and fried","Fisch, Hai, gemischte Arten, gekocht, in Teig getaucht und frittiert","Pescado, tiburón, especies mixtas, cocido, rebozado y frito","Poissons, requins, espèces mixtes, cuits, enrobés de pâte et frits",0.75,228.0,🐟
15091,"Fish, sea bass, mixed species, raw","Fisch, Wolfsbarsch, gemischte Arten, roh","Pescado, lubina, especies mixtas, crudas","Poisson, bar, espèces mixtes, cru",0.72,97.0,🐟
15088,"Fish, sardine, Atlantic, canned in oil, drained solids with bone","Fisch, Sardine, Atlantik, in Öl eingelegt, abgetropfte Feststoffe mit Knochen","Pescado, sardina, del Atlántico, enlatada en aceite, sólidos escurridos y con hueso","Poisson, sardine, atlantique, en conserve dans l'huile, solides égouttés avec os",0.961,208.0,🦴
15090,"Fish, scup, raw","Fisch, Scup, roh","Pescado, scup, crudo","Poisson, scup, cru",0.737,105.0,🐟
15081,"Fish, salmon, coho, wild, raw","Fisch, Lachs, Koho, wild, roh","Pescado, salmón, coho, salvaje, crudo","Poisson, saumon, coho, sauvage, cru",0.844,146.0,🐟
15073,"Fish, roughy, orange, raw","Fisch, Raubarsch, Orange, roh","Pescado, reloj, naranja, crudo","Poisson, hoplostète, orange, cru",0.626,76.0,🐟
15080,"Fish, salmon, chum, canned, drained solids with bone","Fisch, Lachs, Kumpel, Dosen, abgetropfte Feststoffe mit Knochen","Pescado, salmón, chum, enlatado, sólidos escurridos y con hueso","Poisson, saumon, kéta, conserves, solides égouttés avec os",0.837,141.0,🦴
15074,"Fish, sablefish, raw","Fisch, Zobelfisch, roh","Pescado, bacalao negro, crudo","Poisson, morue charbonnière, cru",0.524,195.0,🐟
15083,"Fish, salmon, pink, raw","Fisch, Lachs, rosa, roh","Pescado, salmón, rosado, crudo","Poisson, saumon, rose, cru",0.845,127.0,🐟
15082,"Fish, salmon, coho, wild, cooked, moist heat","Fisch, Lachs, Coho, Wild, gekocht, feuchte Hitze","Pescado, salmón, coho, salvaje, cocido, calor húmedo","Poisson, saumon, coho, sauvage, cuit, chaleur humide",1.07,184.0,🐟
15064,"Fish, pike, walleye, raw","Fisch, Hecht, Zander, roh","Pescado, lucio, lucioperca, crudo","Poissons, brochets, dorés, crus",0.747,93.0,🐟
15071,"Fish, rockfish, Pacific, mixed species, cooked, dry heat","Fisch, Felsenfisch, Pazifikfisch, gemischte Arten, gekocht, trockene Hitze","Pescado, pez roca, Pacífico, especies mixtas, cocido, calor seco","Poissons, sébastes, Pacifique, espèces mixtes, cuits, chaleur sèche",0.935,109.0,🐟
15065,"Fish, pollock, Atlantic, raw","Fisch, Seelachs, Atlantik, roh","Pescado, abadejo, Atlántico, crudo","Poisson, goberge, atlantique, cru",0.759,92.0,🐟
15072,"Fish, roe, mixed species, raw","Fisch, Rogen, gemischte Arten, roh","Pescado, huevas, especies mixtas, crudo","Poisson, œufs, espèces mélangées, crus",1.09,143.0,🐟
15066,"Fish, pollock, Alaska, raw (may contain additives to retain moisture)","Fisch, Seelachs, Alaska, roh (kann Zusätze zur Feuchtigkeitsspeicherung enthalten)","Pescado, abadejo, Alaska, crudo (puede contener aditivos para retener la humedad)","Poisson, goberge, Alaska, cru (peut contenir des additifs pour retenir l'humidité)",0.471,56.0,🐟
15056,"Fish, mullet, striped, cooked, dry heat","Fisch, Meeräsche, gestreift, gekocht, trockene Hitze","Pescado, salmonete, rayado, cocido en seco","Poisson, rouget, rayé, cuit, chaleur sèche",0.968,150.0,🐟
15063,"Fish, pike, northern, cooked, dry heat","Fisch, Hecht, nördlich, gekocht, trockene Hitze","Pescado, lucio, norteño, cocido, calor seco","Poisson, brochet, nordiste, cuit, chaleur sèche",0.964,113.0,🐟
15058,"Fish, ocean perch, Atlantic, cooked, dry heat","Fisch, Barsch, Atlantik, gekocht, trockene Hitze","Pescado, perca, Atlántico, cocido, calor seco.","Poisson, perche océanique, atlantique, cuit, chaleur sèche",0.772,96.0,🐟
15057,"Fish, ocean perch, Atlantic, raw","Fisch, Barsch, Atlantik, roh","Pescado, perca marina, Atlántico, crudo","Poisson, perche océanique, atlantique, cru",0.638,79.0,🐟
15049,"Fish, mackerel, king, raw","Fisch, Makrele, König, roh","Pescado, caballa, rey, crudo","Poisson, maquereau, roi, cru",0.792,105.0,🐟
15055,"Fish, mullet, striped, raw","Fisch, Meeräsche, gestreift, roh","Pescado, salmonete, rayado, crudo","Poisson, mulet, rayé, cru",0.755,117.0,🐟
15041,"Fish, herring, Atlantic, pickled","Fisch, Hering, Atlantik, eingelegt","Pescado, arenque, Atlántico, en escabeche","Poisson, hareng, atlantique, mariné",0.554,262.0,🐟
15046,"Fish, mackerel, Atlantic, raw","Fisch, Makrele, Atlantik, roh","Pescado, caballa, Atlántico, crudo","Poisson, maquereau, atlantique, cru",0.726,205.0,🐟
15040,"Fish, herring, Atlantic, cooked, dry heat","Fisch, Hering, Atlantik, gekocht, trockene Hitze","Pescado, arenque, Atlántico, cocido, calor seco","Poisson, hareng, atlantique, cuit, chaleur sèche",0.899,203.0,🐟
15039,"Fish, herring, Atlantic, raw","Fisch, Hering, Atlantik, roh","Pescado, arenque, Atlántico, crudo","Poisson, hareng, atlantique, cru",0.701,158.0,🐟
15048,"Fish, mackerel, jack, canned, drained solids","Fisch, Makrele, Makrele, Konserven, abgetropfte Feststoffe","Pescado, caballa, jurel, enlatados, sólidos escurridos","Poisson, maquereau, carangue, solides en conserve et égouttés",0.905,156.0,🐟
15047,"Fish, mackerel, Atlantic, cooked, dry heat","Fisch, Makrele, Atlantik, gekocht, trockene Hitze","Pescado, caballa, Atlántico, cocido, calor seco","Poisson, maquereau, atlantique, cuit, chaleur sèche",0.931,262.0,🐟
14428,"Beverages, shake, fast food, strawberry","Getränke, Shake, Fast Food, Erdbeere","Bebidas, batidos, comida rápida, fresa.","Boissons, shake, restauration rapide, fraise",0.162,113.0,🍓
14426,"Beverages, Orange drink, breakfast type, with juice and pulp, frozen concentrate","Getränke, Orangengetränk, Frühstückstyp, mit Saft und Fruchtfleisch, gefrorenes Konzentrat","Bebidas, Bebida de naranja, tipo desayuno, con jugo y pulpa, concentrada congelada","Boissons, Boisson à l'orange, type petit-déjeuner, avec jus et pulpe, concentré surgelé",0.005,153.0,🧃
14415,"Alcoholic beverage, liqueur, coffee with cream, 34 proof","Alkoholisches Getränk, Likör, Kaffee mit Sahne, 34 Proof","Bebida alcohólica, licor, café con crema, 34 grados.","Boisson alcoolisée, liqueur, café à la crème, preuve 34",0.136,327.0,☕
17170,"Game meat, horse, raw","Wildfleisch, Pferd, roh","Carne de caza, caballo, cruda","Viande de gibier, cheval, crue",0.879,133.0,🍖
17171,"Game meat, horse, cooked, roasted","Wildfleisch, Pferd, gekocht, gebraten","Carne de caza, caballo, cocida, asada","Viande de gibier, cheval, cuite, rôtie",1.16,175.0,🍖
17165,"Game meat, deer, cooked, roasted","Wildfleisch, Hirsch, gekocht, gebraten","Carne de caza, ciervo, cocida, asada","Viande de gibier, cerf, cuite, rôtie",1.23,158.0,🍖
18448,"Taco shells, baked, without added salt","Taco-Schalen, gebacken, ohne Salzzusatz","Tacos, horneados, sin sal añadida","Coquilles à tacos, cuites au four, sans sel ajouté",0.354,468.0,🌮
18457,"Crackers, saltines, fat-free, low-sodium","Cracker, Saltines, fettfrei, natriumarm","Galletas saladas, sin grasa, bajas en sodio","Craquelins, saltines, sans gras, faibles en sodium",0.514,393.0,🧂
18437,"English muffins, plain, enriched, without calcium propionate(includes sourdough)","Englische Muffins, natur, angereichert, ohne Calciumpropionat (einschließlich Sauerteig)","Muffins ingleses, naturales, enriquecidos, sin propionato de calcio (incluye masa madre)","Muffins anglais, nature, enrichis, sans propionate de calcium (comprend le levain)",0.379,235.0,🍽️
18446,"Pie crust, standard-type, frozen, ready-to-bake, unenriched","Tortenboden, Standardtyp, gefroren, backfertig, nicht angereichert","Masa para tarta, tipo estándar, congelada, lista para hornear, no enriquecida","Pâte à tarte type standard, surgelée, prête à cuire, non enrichie",0.182,457.0,🥧
18445,"Pie, fried pies, lemon","Kuchen, frittierte Kuchen, Zitrone","Tarta, empanadas fritas, limón","Tarte, tartes frites, citron",0.138,316.0,🍋
18434,"Crackers, cheese, low sodium","Cracker, Käse, natriumarm","Galletas saladas, queso, bajas en sodio.","Craquelins, fromage, faible teneur en sodium",0.49,503.0,🧀
18436,"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)","Donuts, mit Hefe gesäuert, glasiert, nicht angereichert (einschließlich Honigbrötchen)","Donuts, con levadura, glaseados, no enriquecidos (incluye bollos de miel)","Beignets, au levain, glacés, non enrichis (comprend les petits pains au miel)",0.31,403.0,🍯
18447,"Popovers, dry mix, unenriched","Popovers, Trockenmischung, nicht angereichert","Popovers, mezcla seca, no enriquecidos","Popovers, mélange sec, non enrichi",0.517,371.0,🍽️
18435,"Danish pastry, raspberry, unenriched","Plunderteig, Himbeere, nicht angereichert","Pastelería danesa, frambuesa, no enriquecida","Pâtisserie danoise, framboise, non enrichie",0.267,371.0,🍽️
18426,"Crackers, saltines, unsalted tops (includes oyster, soda, soup)","Cracker, Saltines, ungesalzene Toppings (einschließlich Austern, Limonade, Suppe)","Galletas saladas, galletas saladas y tapas sin sal (incluye ostras, refrescos y sopa)","Craquelins, saltines, dessus non salés (comprend les huîtres, les sodas et la soupe)",0.452,434.0,🍲
18419,"Cake, pudding-type, white, unenriched, dry mix","Kuchen, Puddingtyp, weiß, nicht angereichert, Trockenmischung","Pastel, tipo pudín, blanco, no enriquecido, mezcla seca","Gâteau, type pudding, blanc, non enrichi, mélange sec",0.183,423.0,🍰
18425,"Crackers, saltines, low salt (includes oyster, soda, soup)","Cracker, Saltines, wenig Salz (einschließlich Austern, Limonade, Suppe)","Galletas saladas, galletas saladas, bajas en sal (incluye ostras, refrescos, sopa)","Craquelins, saltines, faible teneur en sel (comprend les huîtres, les sodas et la soupe)",0.493,421.0,🍲
18428,"Crackers, wheat, low salt","Cracker, Weizen, wenig Salz","Galletas saladas, trigo, bajas en sal.","Craquelins, blé, faible teneur en sel",0.412,473.0,🧂
18420,"Cake, yellow, unenriched, dry mix","Kuchen, gelb, nicht angereichert, Trockenmischung","Pastel, amarillo, mezcla seca no enriquecida","Gâteau, jaune, non enrichi, mélange sec",0.204,432.0,🍰
